country,split_half_corr,subsample_size,seed,portion_excluded,n_after_exclusions,label
Egypt,0.8667355308449807,2059,841713,0.2733333333333333,109,N = 109
Egypt,0.9122302513148693,2059,425248,0.2733333333333333,109,N = 109
Egypt,0.8517771503357415,2059,448873,0.2733333333333333,109,N = 109
Egypt,0.8007018313952549,2059,757420,0.2733333333333333,109,N = 109
Egypt,0.8254418064383331,2059,370508,0.2733333333333333,109,N = 109
Egypt,0.8703826563820527,2059,753218,0.2733333333333333,109,N = 109
Egypt,0.8226317443744126,2059,482669,0.2733333333333333,109,N = 109
Egypt,0.8413039520855379,2059,8054,0.2733333333333333,109,N = 109
Egypt,0.8060389425051845,2059,92181,0.2733333333333333,109,N = 109
Egypt,0.8927775397277172,2059,763776,0.2733333333333333,109,N = 109
Egypt,0.8322238950855001,2059,226683,0.2733333333333333,109,N = 109
France,0.8926056888384457,2059,979350,0.21951219512195122,96,N = 96
France,0.8720416853771674,2059,976699,0.21951219512195122,96,N = 96
France,0.8984492996203142,2059,987940,0.21951219512195122,96,N = 96
France,0.8343594047043935,2059,380195,0.21951219512195122,96,N = 96
France,0.8554040827424236,2059,171359,0.21951219512195122,96,N = 96
France,0.8800082854112006,2059,923246,0.21951219512195122,96,N = 96
France,0.8768910090999606,2059,104892,0.21951219512195122,96,N = 96
France,0.875612003988291,2059,261692,0.21951219512195122,96,N = 96
France,0.8746113650794638,2059,138780,0.21951219512195122,96,N = 96
France,0.8722379208186141,2059,319097,0.21951219512195122,96,N = 96
France,0.8888290438148507,2059,536048,0.21951219512195122,96,N = 96
France,0.8535384967538001,2059,118091,0.21951219512195122,96,N = 96
France,0.8887660401742251,2059,795857,0.21951219512195122,96,N = 96
France,0.8642328911468801,2059,241766,0.21951219512195122,96,N = 96
France,0.8566398877580571,2059,786055,0.21951219512195122,96,N = 96
France,0.9128145780873381,2059,318533,0.21951219512195122,96,N = 96
France,0.9207155351146088,2059,793492,0.21951219512195122,96,N = 96
France,0.8862347280333198,2059,964079,0.21951219512195122,96,N = 96
France,0.8834989463702637,2059,958329,0.21951219512195122,96,N = 96
France,0.8844843829298604,2059,263649,0.21951219512195122,96,N = 96
France,0.9059161149983412,2059,555616,0.21951219512195122,96,N = 96
France,0.845719671113502,2059,441006,0.21951219512195122,96,N = 96
France,0.8844433651797521,2059,254718,0.21951219512195122,96,N = 96
France,0.8921265596719982,2059,609870,0.21951219512195122,96,N = 96
France,0.9000530217295902,2059,897098,0.21951219512195122,96,N = 96
France,0.87080399945985,2059,863621,0.21951219512195122,96,N = 96
France,0.8710983714441546,2059,645975,0.21951219512195122,96,N = 96
France,0.8047349294499335,2059,863757,0.21951219512195122,96,N = 96
France,0.8471201634739102,2059,518468,0.21951219512195122,96,N = 96
France,0.8841878705192942,2059,674881,0.21951219512195122,96,N = 96
France,0.9335956328602236,2059,955081,0.21951219512195122,96,N = 96
France,0.8157629520353478,2059,659874,0.21951219512195122,96,N = 96
France,0.8301210871602144,2059,47258,0.21951219512195122,96,N = 96
France,0.8959601258058018,2059,735757,0.21951219512195122,96,N = 96
France,0.9150630103913633,2059,738672,0.21951219512195122,96,N = 96
France,0.909511200506293,2059,222753,0.21951219512195122,96,N = 96
France,0.8451789353474028,2059,867086,0.21951219512195122,96,N = 96
France,0.8436351105571187,2059,172066,0.21951219512195122,96,N = 96
France,0.9013266397529548,2059,788717,0.21951219512195122,96,N = 96
France,0.8485689905181578,2059,870414,0.21951219512195122,96,N = 96
France,0.8843074401752585,2059,482842,0.21951219512195122,96,N = 96
France,0.906799790172752,2059,60138,0.21951219512195122,96,N = 96
France,0.9040083962162602,2059,162333,0.21951219512195122,96,N = 96
France,0.8539019371285327,2059,683688,0.21951219512195122,96,N = 96
France,0.8797063461635404,2059,41563,0.21951219512195122,96,N = 96
France,0.8702428525427667,2059,671238,0.21951219512195122,96,N = 96
France,0.8679743602420344,2059,139734,0.21951219512195122,96,N = 96
France,0.8941469844253493,2059,611017,0.21951219512195122,96,N = 96
France,0.8673713716536324,2059,548738,0.21951219512195122,96,N = 96
France,0.9007394004806728,2059,60137,0.21951219512195122,96,N = 96
France,0.8871879245235101,2059,178486,0.21951219512195122,96,N = 96
France,0.82651939899716,2059,977769,0.21951219512195122,96,N = 96
France,0.8522021678018961,2059,403427,0.21951219512195122,96,N = 96
France,0.8945463178242576,2059,438951,0.21951219512195122,96,N = 96
France,0.8810180268008391,2059,453288,0.21951219512195122,96,N = 96
France,0.8096685089962579,2059,532595,0.21951219512195122,96,N = 96
France,0.9094119385460725,2059,193048,0.21951219512195122,96,N = 96
France,0.8752868584762484,2059,3132,0.21951219512195122,96,N = 96
France,0.8862041251432039,2059,645734,0.21951219512195122,96,N = 96
France,0.8687074230234417,2059,251267,0.21951219512195122,96,N = 96
France,0.8326751508621121,2059,657644,0.21951219512195122,96,N = 96
France,0.8617742148104099,2059,858490,0.21951219512195122,96,N = 96
France,0.8971997288672872,2059,430907,0.21951219512195122,96,N = 96
France,0.8293709727434972,2059,425298,0.21951219512195122,96,N = 96
France,0.8595046503046968,2059,175989,0.21951219512195122,96,N = 96
France,0.9208749984255555,2059,735818,0.21951219512195122,96,N = 96
France,0.8865435841967068,2059,698900,0.21951219512195122,96,N = 96
France,0.8620440938842486,2059,922043,0.21951219512195122,96,N = 96
France,0.8825856500479932,2059,775964,0.21951219512195122,96,N = 96
France,0.8777968161156046,2059,153474,0.21951219512195122,96,N = 96
France,0.8669666776020082,2059,803483,0.21951219512195122,96,N = 96
France,0.8637275258411421,2059,992259,0.21951219512195122,96,N = 96
France,0.9102455164720059,2059,357628,0.21951219512195122,96,N = 96
France,0.84787181193253,2059,182331,0.21951219512195122,96,N = 96
France,0.8832852451609153,2059,851945,0.21951219512195122,96,N = 96
France,0.8567985344220199,2059,940112,0.21951219512195122,96,N = 96
France,0.9036224198695473,2059,974896,0.21951219512195122,96,N = 96
France,0.8942138751437712,2059,86883,0.21951219512195122,96,N = 96
France,0.9097299779845425,2059,878964,0.21951219512195122,96,N = 96
France,0.8656832311905404,2059,468210,0.21951219512195122,96,N = 96
France,0.8776481780690771,2059,431765,0.21951219512195122,96,N = 96
France,0.8550851857782381,2059,828989,0.21951219512195122,96,N = 96
France,0.9314656183322427,2059,905231,0.21951219512195122,96,N = 96
France,0.8905857818803139,2059,281052,0.21951219512195122,96,N = 96
France,0.849051546599163,2059,760105,0.21951219512195122,96,N = 96
France,0.9274791664452817,2059,869091,0.21951219512195122,96,N = 96
France,0.878345509412041,2059,865336,0.21951219512195122,96,N = 96
France,0.9058916198073688,2059,976416,0.21951219512195122,96,N = 96
France,0.8912955291195239,2059,329552,0.21951219512195122,96,N = 96
France,0.9108943589988967,2059,841713,0.21951219512195122,96,N = 96
France,0.8925325313669163,2059,425248,0.21951219512195122,96,N = 96
France,0.9199289915733962,2059,448873,0.21951219512195122,96,N = 96
France,0.8447066075813826,2059,757420,0.21951219512195122,96,N = 96
France,0.8692293027142947,2059,370508,0.21951219512195122,96,N = 96
